id_cita;cita_es;cita_la;cita_original;autor_es;referencia;autor_la;bio_es;bio_la;codigo;idioma_es;idioma_la;nacion_es;nacion_la;epoca_es;epoca_la;imagen;imagen_atr
320;Una persona, dos naturalezas;Una persona, duae naturae;Una persona, duae naturae;San León Magno;Sermones, 1;Leo Magnus;Papa, Doctor de la Iglesia. Convocó el Concilio de Calcedonia, detuvo a Atila en las puertas de Roma. Defensor de la primacía papal y la cristología ortodoxa.;Papa, Doctor Ecclesiae. Concilium Chalcedonense convocavit, Attilam ad portas Romae inhibuit. Primatus papalis et christologiae orthodoxae defensor.;la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/63WDrBK/sanleonmagno.png;0
321;Ayuno del cuerpo, banquete del alma;Ieiunium corporis, epulatio animae;Ieiunium corporis, epulatio animae;San León Magno;Sermones, 1;Leo Magnus;Papa, Doctor de la Iglesia. Convocó el Concilio de Calcedonia, detuvo a Atila en las puertas de Roma. Defensor de la primacía papal y la cristología ortodoxa.;Papa, Doctor Ecclesiae. Concilium Chalcedonense convocavit, Attilam ad portas Romae inhibuit. Primatus papalis et christologiae orthodoxae defensor.;la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/63WDrBK/sanleonmagno.png;0
322;La humildad es fundamento de todas las virtudes;Humilitas fundamentum omnium virtutum;Humilitas fundamentum omnium virtutum;San León Magno;Sermones, 1;Leo Magnus;Papa, Doctor de la Iglesia. Convocó el Concilio de Calcedonia, detuvo a Atila en las puertas de Roma. Defensor de la primacía papal y la cristología ortodoxa.;Papa, Doctor Ecclesiae. Concilium Chalcedonense convocavit, Attilam ad portas Romae inhibuit. Primatus papalis et christologiae orthodoxae defensor.;la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/63WDrBK/sanleonmagno.png;0
323;Pedro habla en Pedro;Petrus in Petro loquitur;Petrus in Petro loquitur;San León Magno;Sermones, 1;Leo Magnus;Papa, Doctor de la Iglesia. Convocó el Concilio de Calcedonia, detuvo a Atila en las puertas de Roma. Defensor de la primacía papal y la cristología ortodoxa.;Papa, Doctor Ecclesiae. Concilium Chalcedonense convocavit, Attilam ad portas Romae inhibuit. Primatus papalis et christologiae orthodoxae defensor.;la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/63WDrBK/sanleonmagno.png;0
324;La resurrección de Cristo es nuestra vida;Resurrectio Christi vita nostra;Resurrectio Christi vita nostra;San León Magno;Sermones, 1;Leo Magnus;Papa, Doctor de la Iglesia. Convocó el Concilio de Calcedonia, detuvo a Atila en las puertas de Roma. Defensor de la primacía papal y la cristología ortodoxa.;Papa, Doctor Ecclesiae. Concilium Chalcedonense convocavit, Attilam ad portas Romae inhibuit. Primatus papalis et christologiae orthodoxae defensor.;la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/63WDrBK/sanleonmagno.png;0
325;La limosna es redención de pecados;Eleemosyna redemptio peccatorum;Eleemosyna redemptio peccatorum;San León Magno;Sermones, 1;Leo Magnus;Papa, Doctor de la Iglesia. Convocó el Concilio de Calcedonia, detuvo a Atila en las puertas de Roma. Defensor de la primacía papal y la cristología ortodoxa.;Papa, Doctor Ecclesiae. Concilium Chalcedonense convocavit, Attilam ad portas Romae inhibuit. Primatus papalis et christologiae orthodoxae defensor.;la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/63WDrBK/sanleonmagno.png;0
326;La fe sin obras está muerta;Fides sine operibus mortua est;Fides sine operibus mortua est;San León Magno;Sermones, 1;Leo Magnus;Papa, Doctor de la Iglesia. Convocó el Concilio de Calcedonia, detuvo a Atila en las puertas de Roma. Defensor de la primacía papal y la cristología ortodoxa.;Papa, Doctor Ecclesiae. Concilium Chalcedonense convocavit, Attilam ad portas Romae inhibuit. Primatus papalis et christologiae orthodoxae defensor.;la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/63WDrBK/sanleonmagno.png;0
327;Fuera de la Iglesia no hay salvación;Extra Ecclesiam nulla salus;Extra Ecclesiam nulla salus;San Cipriano;De unitate Ecclesiae, c. 6;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
328;No puede tener a Dios por padre quien no tiene a la Iglesia por madre;Non potest habere Deum patrem qui Ecclesiam non habet matrem;Non potest habere Deum patrem qui Ecclesiam non habet matrem;San Cipriano;De unitate Ecclesiae, c. 6;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
329;La unidad de la Iglesia no puede romperse;Unitas Ecclesiae frangi non potest;Unitas Ecclesiae frangi non potest;San Cipriano;De unitate Ecclesiae, c. 6;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
330;El martirio es bautismo de sangre;Martyrium baptismus sanguinis;Martyrium baptismus sanguinis;San Cipriano;Epistula ad Donatum, 5;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
331;La oración es ascenso a Dios;Oratio ascensus ad Deum;Oratio ascensus ad Deum;San Cipriano;De Oratione, 2;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
332;La paciencia es la máxima virtud cristiana;Patientia Christiana virtus maxima;Patientia Christiana virtus maxima;San Cipriano;De exhortatione martyrum, 1;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
333;La caridad es vínculo de fraternidad;Caritas vinculum fraternitatis;Caritas vinculum fraternitatis;San Cipriano;Epistulae, 56;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
334;Un Dios, una fe, un bautismo;Unus Deus, una fides, unum baptisma;Unus Deus, una fides, unum baptisma;San Cipriano;De unitate Ecclesiae, c. 6;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
335;El obispo en la Iglesia Patientispo;Episcopus in Ecclesia, Ecclesia in episcopo;Episcopus in Ecclesia, Ecclesia in episcopo;San Cipriano;De unitate Ecclesiae, c. 6;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
336;La limosna es satisfacción por el pecado;Eleemosyna satisfactio peccati;Eleemosyna satisfactio peccati;San Cipriano;De opere et eleemosyna, 2;Cyprianus Carthaginensis;"Obispo de Cartago, Padre de la Iglesia y mártir. Teólogo de la unidad eclesiástica, autor de ""Sobre la unidad de la Iglesia"". Martirizado durante la persecución de Valeriano.";"Episcopus Carthaginensis, Pater Ecclesiae et martyr. Theologus unitatis ecclesiasticae, auctor ""De unitate Ecclesiae"". In persecutione Valeriani martyrizatus.";la;Latín;Lingua Latina;Roma;Roma;Edad Antigua;Antiquitas;https://i.ibb.co/gZSsK5S4/sancipriano.png;0
337;La fe que busca entender;Fides quaerens intellectum;Fides quaerens intellectum;San Anselmo de Canterbury;Proslogion, Prologus;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
338;Creo para entender;Credo ut intelligam;Credo ut intelligam;San Anselmo de Canterbury;Proslogion, Prologus;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
339;Dios es aquello mayor que lo cual nada puede pensarse;Deus est id quo maius cogitari nequit;Deus est id quo maius cogitari nequit;San Anselmo de Canterbury;Proslogion, Cap. 2;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
340;La razón necesaria demuestra que Dios existe;Ratio necessaria demonstrat Deum esse;Ratio necessaria demonstrat Deum esse;San Anselmo de Canterbury;Proslogion, Cap. 2-3;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
341;¿Por qué Dios se hizo hombre?;Cur Deus homo;Cur Deus homo;San Anselmo de Canterbury;Cur Deus Homo, Prologus;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
342;La satisfacción por el pecado es necesaria;Satisfactio pro peccato necessaria;Satisfactio pro peccato necessaria;San Anselmo de Canterbury;Cur Deus Homo, Cap. 1;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
343;La libertad del albedrío es poder de conservar la rectitud;Libertas arbitrii potentia servandi rectitudinem;Libertas arbitrii potentia servandi rectitudinem;San Anselmo de Canterbury;Cur Deus Homo, Cap. 1-2;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
344;La verdad es rectitud perceptible solo por la mente;Veritas est rectitudo sola mente perceptibilis;Veritas est rectitudo sola mente perceptibilis;San Anselmo de Canterbury;Monologion, Cap. 4;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
345;El Monologio y el Proslogio son fundamentos de teología;Monologion et Proslogion fundamenta theologiae;Monologion et Proslogion fundamenta theologiae;San Anselmo de Canterbury;Commentarius generalis de opere suo;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
346;El deseo de ver a Dios es el sumo bien;Desiderium videndi Deum summum bonum;Desiderium videndi Deum summum bonum;San Anselmo de Canterbury;Proslogion, Cap. 23;Anselmus Cantuariensis;Arzobispo de Canterbury, Doctor de la Iglesia y filósofo. Autor del argumento ontológico de la existencia de Dios. Padre de la escolástica.;Archiepiscopus Cantuariensis, Doctor Ecclesiae et philosophus. Auctor argumenti ontologici existentiae Dei. Pater scholasticae.;la;Latín;Lingua Latina;Italia;Italia;Edad Media;Medium Aevum;https://i.ibb.co/Lz7Qxttz/sananselmocant.png;0
347;No se deben multiplicar los entes sin necesidad;Pluralitas non est ponenda sine necessitate;Pluralitas non est ponenda sine necessitate;Guillermo de Ockham;Summa Logicae;Gulielmus de Ockham;"Filósofo y teólogo franciscano inglés. Padre del nominalismo, autor de la ""navaja de Ockham"" (principio de parsimonia). Defensor de la separación entre fe y razón.";"Philosophus et theologus Franciscanus Anglicus. Pater nominalismi, auctor ""novaculae Occami"" (principium parsimoniae). Separationis inter fidem et rationem defensor.";en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Media;Medium Aevum;https://i.ibb.co/G38ns2JL/ockcham.png;0
348;En vano se hace con más lo que puede hacerse con menos;Frustra fit per plura quod potest fieri per pauciora;Frustra fit per plura quod potest fieri per pauciora;Guillermo de Ockham;Summa Logicae;Gulielmus de Ockham;"Filósofo y teólogo franciscano inglés. Padre del nominalismo, autor de la ""navaja de Ockham"" (principio de parsimonia). Defensor de la separación entre fe y razón.";"Philosophus et theologus Franciscanus Anglicus. Pater nominalismi, auctor ""novaculae Occami"" (principium parsimoniae). Separationis inter fidem et rationem defensor.";en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Media;Medium Aevum;https://i.ibb.co/G38ns2JL/ockcham.png;0
349;Lo universal no es cosa;Universale non est res;Universale non est res;Guillermo de Ockham;Summa Logicae;Gulielmus de Ockham;"Filósofo y teólogo franciscano inglés. Padre del nominalismo, autor de la ""navaja de Ockham"" (principio de parsimonia). Defensor de la separación entre fe y razón.";"Philosophus et theologus Franciscanus Anglicus. Pater nominalismi, auctor ""novaculae Occami"" (principium parsimoniae). Separationis inter fidem et rationem defensor.";en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Media;Medium Aevum;https://i.ibb.co/G38ns2JL/ockcham.png;0
350;Los nombres son signos de cosas singulares;Nomina sunt signa rerum singularium;Nomina sunt signa rerum singularium;Guillermo de Ockham;Summa Logicae;Gulielmus de Ockham;"Filósofo y teólogo franciscano inglés. Padre del nominalismo, autor de la ""navaja de Ockham"" (principio de parsimonia). Defensor de la separación entre fe y razón.";"Philosophus et theologus Franciscanus Anglicus. Pater nominalismi, auctor ""novaculae Occami"" (principium parsimoniae). Separationis inter fidem et rationem defensor.";en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Media;Medium Aevum;https://i.ibb.co/G38ns2JL/ockcham.png;0
351;La fe y la razón son distintas;Fides et ratio distinctae sunt;Fides et ratio distinctae sunt;Guillermo de Ockham;Summa Theologiae;Gulielmus de Ockham;"Filósofo y teólogo franciscano inglés. Padre del nominalismo, autor de la ""navaja de Ockham"" (principio de parsimonia). Defensor de la separación entre fe y razón.";"Philosophus et theologus Franciscanus Anglicus. Pater nominalismi, auctor ""novaculae Occami"" (principium parsimoniae). Separationis inter fidem et rationem defensor.";en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Media;Medium Aevum;https://i.ibb.co/G38ns2JL/ockcham.png;0
